Bairro,Endereco,Quartos,Tipo,Preco,Distancia do aeroporto,CEP,Banheiro,Vagas,Area terreno,Area construida,Ano da construcao,Latitude,Longitude
Bentleigh East,25 Thornton St,3,casa,920000,13.9,3165,2,2,578,120,1950,-37.9303,145.0805
Burwood,19 Puerta St,3,casa,1540000,11.7,3125,2,2,653,120,1950,-37.8445,145.1011
Coburg,19 Spring St,4,casa,901000,7.8,3058,2,1,398,123,1950,-37.73644,144.97865
Preston,39 Malpas St,3,casa,1100000,8.8,3072,2,4,637,124,1950,-37.74419,
Bentleigh East,1/57 Brooks St,3,casa,780000,13.9,3165,2,2,421,126,1950,-37.9168,145.0809
Coburg North,25 Williams Rd,3,casa,707000,9.2,3058,2,3,556,129,1950,-37.7305,144.9605
Hadfield,26 South St,3,casa,810000,12.1,3046,2,2,592,129,1950,-37.7149,144.9473
Coburg North,24 Norris St,4,casa,792000,9.2,3058,2,1,320,131,1950,-37.7242,144.9612
Oakleigh South,52 Valley St,4,casa,,14.7,3167,2,4,602,131,1950,-37.9183,145.1105
Watsonia,3 Tennyson St,3,casa,1040000,14.9,3087,2,1,903,131,1950,-37.7085,145.0824
Elwood,2 Docker St,3,casa,1625000,7.7,3184,2,1,246,133,1950,-37.8861,144.9877
Bentleigh East,1/39 Neville St,3,casa,870000,13.9,3165,2,1,326,133,1950,-37.9236,145.0545
Pascoe Vale,16 Stennis St,4,casa,955000,9.9,3044,2,2,686,135,1950,-37731,144.9486
Glenroy,15 Stanley St,3,casa,980000,13,3046,2,3,1029,136,1950,-37.7115,144.9147
Moorabbin,13 Franklin St,3,casa,725000,14.6,3189,2,1,374,137,1950,-37939,145.0533
Oakleigh,1472 Dandenong Rd,2,casa,750000,14,3166,2,2,607,138,1950,-37.8964,145.0977
Niddrie,45 Vaynor St,3,casa,710000,11.2,3042,2,1,317,140,1950,-37.7449,144.8869
Hampton East,1/23 Wickham Rd,3,casa,926000,14.5,3188,2,2,393,140,1950,-37.9431,145.0267
Bentleigh East,96 Brady Rd,3,casa,1050000,13.9,3165,2,2,627,140,1950,-37.9284,145.0668
Kew,4/76 Studley Park Rd,3,kitnet,882000,5.6,3101,2,2,,141,1950,-37.8064,145.0182
Reservoir,39 Leamington St,4,casa,885000,11.2,3073,2,2,508,141,1950,-37.7129,145.0047
Ormond,37 Lewis St,3,casa,1770000,11.8,3204,2,2,667,142,1950,-37.9088,145.0471
Brighton East,94 Thomas St,3,casa,,10.7,3187,2,2,700,142,1950,-37.91,145.0246
Bentleigh East,25 Connie St,5,casa,950000,13.9,3165,2,4,618,146,1950,-37.9209,145.0757
Yarraville,12 Burns St,3,casa,,7,3013,2,1,301,147,1950,-37.8103,144.8846
Pascoe Vale,229 Sussex St,4,casa,810000,9.9,3044,2,1,455,147,1950,-37.7207,144.9511
Ascot Vale,8 Pentland St,3,casa,1435000,5.9,3032,2,2,532,147,1950,-37.7737,144904
Essendon,6 Buckley St,3,casa,1425000,8,3040,2,2,684,147,1950,-37.7585,144.9317
Ashwood,22 Vannam Dr,3,casa,,12.2,3147,2,2,731,147,1950,-37.8613,145.1034
West Footscray,90 Pitt St,4,casa,837000,8.2,3012,2,3,390,149,1950,-37.7926,144.8639
Burwood,1/54 McIntyre St,4,kitnet,800000,11.7,3125,2,1,,150,1950,-37.8507,145109
Preston,171 Tyler St,4,casa,750000,8.8,3072,2,2,500,150,1950,-37732,145.0209
Preston,33 Gordon Gr,4,casa,871000,8.8,3072,2,1,561,150,1950,-37.7369,145.0201
Hampton East,29 Wickham Rd,3,casa,1300000,14.5,3188,2,2,586,150,1950,-37.9431,145.0274
Brighton East,8 Hansen St,3,casa,,10.7,3187,2,3,593,150,1950,-37.9215,145.0224
Ormond,208 Booran Rd,3,casa,1401000,11.8,3204,2,2,650,150,1950,-37.8986,145.0359
Malvern East,50 The Boulevard,3,casa,1555000,11.2,3145,2,2,691,150,1950,-37.8734,145.0887
Preston,35 James St,4,casa,810000,8.8,3072,2,2,1034,151,1950,-37.7379,144.9851
Reservoir,41 Cameron St,3,casa,998000,11.2,3073,2,3,479,153,1950,-37.7271,144.9968
Avondale Heights,43 Skewes St,3,casa,634000,10.5,3034,2,1,582,153,1950,-37.7584,144.8568
Balwyn North,19 Hedderwick St,4,casa,1250000,9.2,3104,2,2,644,153,1950,-37.7997,145.0993
Camberwell,3 West Ct,3,casa,,7.8,3124,2,2,694,154,1950,-37.8402,145.0935
Camberwell,2 Thomas St,3,casa,1690000,7.8,3124,2,1,777,154,1950,-37.8431,145.0962
Balwyn North,153 Doncaster Rd,3,casa,1500000,9.2,3104,2,1,778,154,1950,-37.7939,145.0789
Ashwood,17 Vannam Dr,4,casa,,12.2,3147,2,2,780,155,1950,-37.8613,145103
Strathmore,27 Henshall Rd,3,casa,1330000,9.7,3041,2,1,606,159,1950,-37.7378,144.9168
Williamstown,46 Pasco St,4,casa,1400000,8,3016,2,1,320,160,1950,-37.8613,144.8988
Ashburton,8 Ryland St,4,casa,,11,3147,2,2,513,160,1950,-37861,145.0806
Altona North,24 Hansen St,3,casa,931000,11.1,3025,2,1,590,160,1950,-37.8382,144.8649
Oakleigh South,4 Dalgan St,4,casa,1410000,14.7,3167,2,4,590,161,1950,-37.80286,144.94521
Aberfeldie,2 Derry St,4,casa,1740000,9.1,3040,2,2,746,161,1950,-37.75952,144.89932
Hampton,106 Willis St,3,casa,,13.7,3188,2,2,580,162,1950,-37.93756,145.02001
Strathmore,61 Mascoma St,3,casa,1150000,9.7,3041,2,3,696,164,1950,-37.7261,144.9171
Chadstone,2 Fitzroy Gr,4,casa,1415500,13.6,3148,2,1,1033,164,1950,-37.8738,145.1095
Bentleigh East,11 Moylan St,4,casa,1690000,13.9,3165,2,2,700,165,1950,-37.9117,145.0534
Pascoe Vale,16 Hayes Pde,5,casa,950000,9.9,3044,2,2,705,166,1950,-37.7328,144.9281
Bentleigh East,27 Connie St,4,casa,1255000,13.9,3165,2,2,610,167,1950,-37.9207,145.0757
Bentleigh East,123 MacKie Rd,3,casa,1161000,13.9,3165,2,3,629,168,1950,-37912,145.0752
Hadfield,115 West St,4,casa,700000,12.1,3046,2,2,700,168,1950,-37.7056,144.9384
Murrumbeena,49 Dalny Rd,3,casa,1100000,12.1,3163,2,2,506,169,1950,-37902,145.0705
Ivanhoe,13 Jellicoe St,3,casa,1275000,7.9,3079,2,2,834,169,1950,-37.7587,145.0426
Box Hill,3 Alexander St,3,casa,1715000,13.1,3128,2,2,458,170,1950,-37.8257,145.1216
Surrey Hills,9 Willcyrus St,3,casa,,11.2,3127,2,2,640,173,1950,-37.8263,145.1099
Bentleigh East,832 North Rd,4,casa,,13.9,3165,2,4,562,174,1950,-37.9066,145.0587
Airport West,138 Victory Rd,3,casa,1042000,13.5,3042,2,5,612,174,1950,-37.7173,144.8796
Burwood,25 Greenwood St,4,casa,1682000,11.7,3125,2,1,921,174,1950,-37.8494,145.1291
Fitzroy North,2 Pilkington St,4,casa,1450000,3.5,3068,2,1,266,175,1950,-37.7797,144.9861
Reservoir,10 Gilbank St,3,casa,921500,11.2,3073,2,1,527,177,1950,-37.7238,144.9964
Ascot Vale,13 Fisher Pde,4,casa,,5.9,3032,2,3,950,177,1950,-37.7855,144905
Bentleigh East,24 Brooks St,4,casa,1220000,13.9,3165,2,2,585,178,1950,-37.9167,145.0771
Bentleigh,22 Hutchinson St,5,casa,1385000,13,3204,2,2,664,178,1950,-37.9241,145048
Watsonia,5 Daours Ct,4,casa,932500,14.9,3087,2,2,585,180,1950,-37.70308,145.08091
Bulleen,13 Montgomery Pl,3,casa,990000,11.8,3105,2,1,585,180,1950,-37.7689,145099
Glenroy,165 Hilton St,4,casa,630000,13,3046,2,2,602,180,1950,-37.7005,144.9258
Moorabbin,52 Bulli St,3,casa,1417250,14.6,3189,2,2,653,180,1950,-37.9418,145.0549
Strathmore,56 Hillsyde Pde,3,casa,1025000,9.7,3041,2,1,654,180,1950,-37.7369,144.9251
Malvern East,5 Anfield Ct,4,casa,1185000,11.2,3145,2,2,797,180,1950,-37.8783,145.0869
Preston,41 James St,3,casa,,8.8,3072,2,2,538,183,1950,-37.7374,144.9851
Brighton East,14 Milroy St,4,casa,2504000,10.7,3187,2,2,674,183,1950,-37.9022,145.0125
Viewbank,20 Robern Pde,4,casa,1005000,13.8,3084,2,1,696,183,1950,-37.7395,145.0875
Essendon West,25 Garnet St,5,casa,1300000,9.8,3040,2,2,616,184,1950,-37.7497,144.8867
Hughesdale,3 Dalston Rd,4,casa,1167500,13,3166,2,1,678,184,1950,-37898,145.0815
Glen Iris,17 Rosedale Rd,2,casa,1600000,9.2,3146,2,2,718,184,1950,-37858,145.0696
Newport,106 Johnston St,4,casa,1265000,8.4,3015,2,2,774,185,1950,-37.8366,144.8758
Glen Iris,12 Nerissa St,4,casa,,9.2,3146,2,3,697,188,1950,-37.8591,145.0839
Chadstone,125 Waverley Rd,3,casa,,13.6,3148,2,2,896,188,1950,-37.8816,145.1025
Footscray,1 Stanlake St,4,casa,1300000,6.4,3011,2,3,,190,1950,-37.7923,144.8848
Heidelberg Heights,11 Sackville St,4,casa,1000500,10.5,3081,2,1,592,191,1950,-37.7478,145.0477
Thornbury,206 Dundas St,5,casa,,6.5,3071,2,6,732,191,1950,-37.7547,145.0215
Ashwood,17 Parkhill Dr,4,casa,1240000,12.2,3147,2,2,766,192,1950,-37.8629,145.1097
Heidelberg Heights,2 Bonar St,3,casa,994000,10.5,3081,2,2,807,192,1950,-37.7453,145.0559
Bentleigh East,7 England St,4,casa,1352000,13.9,3165,2,2,618,196,1950,-37.9252,145.0562
Strathmore,124 Woodland St,3,casa,1500000,9.7,3041,2,4,722,196,1950,-37.7427,144.9226
Balwyn North,47 Ellsa St,4,casa,,9.2,3104,2,1,1088,197,1950,-37.7956,145.0962
Essendon West,384 Buckley St,4,casa,,9.8,3040,2,2,584,198,1950,-37.7537,144.8893
Surrey Hills,255 Elgar Rd,4,casa,1300000,11.2,3127,2,2,809,198,1950,-37.8337,145.1118
Essendon West,22 Emerald St,4,casa,1345000,9.8,3040,2,2,740,201,1950,-37.7517,144.8873
Coburg,18 Autumn St,4,casa,,7.8,3058,2,2,477,202,1950,-37.7346,144.9504
Moonee Ponds,36 Aberfeldie St,3,casa,1725000,6.9,3039,2,3,596,203,1950,-37.7609,144905
Balwyn North,2 Maughan Pde,5,casa,,9.2,3104,2,1,734,205,1950,-37.7989,145.0955
Ashburton,63 Dent St,4,casa,1800000,11,3147,2,4,749,206,1950,-37.8669,145077
Brighton East,7 Billson St,5,casa,2140000,10.7,3187,2,2,780,206,1950,-37.91733,145.01421
Burwood,24 Andrews St,6,casa,1591000,11.7,3125,2,2,665,209,1950,-37.84932,145.12826
Brighton East,107 Marriage Rd,4,casa,,10.7,3187,2,4,618,212,1950,-37.9196,145.0177
Balwyn North,13 Riverview Rd,4,casa,2205000,9.2,3104,2,2,750,214,1950,-37.7906,145.0788
Ashwood,58 Ashwood Dr,3,casa,1631000,12.2,3147,2,3,782,215,1950,-37.8621,145.1021
Ivanhoe,19 Myrtle St,4,casa,1470000,7.9,3079,2,1,694,217,1950,-37.7565,145.0506
Glen Iris,51 Flowerdale Rd,4,casa,,9.2,3146,2,2,886,217,1950,-37.85748,145.06323
Moorabbin,5 Schofield St,4,casa,1426000,14.6,3189,2,1,720,218,1950,-37.9394,145.0408
Surrey Hills,9 Elm St,4,casa,1930000,11.2,3127,2,2,867,218,1950,-37.8346,145.1059
Balwyn,35 Kireep Rd,5,casa,,9.7,3103,2,3,674,220,1950,-37.8101,145.0892
Oak Park,10 Grevillia Rd,5,casa,1100000,11.5,3046,2,4,783,223,1950,-37.7207,144.9263
Hampton,42 Myrtle Rd,5,casa,1805000,13.7,3188,2,2,700,224,1950,-37.9419,145.0156
Rosanna,54 Grove Rd,4,casa,1270000,11.4,3084,2,4,604,230,1950,-37.7435,145.0686
Surrey Hills,29 Boisdale St,5,casa,1518000,11.2,3127,2,1,632,231,1950,-37.8352,145.1023
Maribyrnong,7 Pridham St,5,casa,1151000,8.7,3032,2,5,694,232,1950,-37.7819,144.8901
Balwyn North,101 Hill Rd,4,casa,,9.2,3104,2,2,729,233,1950,-37.7825,145084
Bentleigh,112 Tucker Rd,4,casa,1815000,13,3204,2,4,902,233,1950,-37924,145.0504
Ivanhoe East,475 The Boulevard,3,casa,2400000,9,3079,2,2,1132,240,1950,-37.77146,145.06471
Balwyn North,64 Greythorn Rd,5,casa,2000000,9.2,3104,2,2,1002,244,1950,-37796,145.0984
Balwyn North,5 Grieve St,4,casa,2205000,9.2,3104,2,2,1010,250,1950,-37.7982,145.0903
Balwyn North,17 Riverview Rd,4,casa,,9.2,3104,2,2,624,260,1950,-37.7907,145.0793
Reservoir,19 Wilkinson St,3,casa,1025000,11.2,3073,2,2,676,272,1950,-37.7262,145.0177
Bentleigh,13 Wood St,4,casa,1910000,13,3204,2,4,736,284,1950,-37.9224,145.0462
Brighton East,5 Tuxen Ct,5,casa,1655000,10.7,3187,2,2,679,288,1950,-37.9291,145.0283
Northcote,121 Mitchell St,5,casa,,5.5,3070,2,2,442,289,1950,-37.7729,145.0071
Ivanhoe East,44 Keam St,4,casa,1660000,9,3079,2,2,830,315,1950,-37.7679,145.0673
Camberwell,14 Waterloo St,4,casa,,7.8,3124,2,2,1350,336,1950,-37.8306,145.0621
Hampton,70 Highett Rd,5,casa,1705000,13.7,3188,2,2,648,364,1950,-37946,145.0181
Ormond,6 Ocean St,4,casa,,11.8,3204,2,2,509,508,1950,-37905,145.0326
Hampton,6 Valerian St,4,casa,1515000,13.7,3188,2,0,611,613,1950,-37.9446,145.0201
Bellfield,125 Oriel Rd,3,casa,894000,9.5,3081,2,3,601,101.51,1950,-37.75238,145.03929
Brunswick,94 Davies St,4,casa,1385000,5.2,3056,2,4,650,173.45,1950,-37.75753,144.9716
Burwood,37 Haig St,3,casa,1590000,11.7,3125,2,4,862,179.3,1950,-37.86026,145.0979
Moonee Ponds,83 Scott St,3,apartamento,890500,6.9,3039,2,1,213,,1950,-37.7631,144.9073
Toorak,4 Leighton Ct,3,casa,2400000,4.6,3142,2,1,224,,1950,-37.84739,
Newport,21 Tait St,3,casa,950000,8.4,3015,2,2,281,,1950,-37.8431,144.8845
Bentleigh East,1/26 Patricia St,3,kitnet,810000,13.9,3165,2,1,316,,1950,-37.9245,145.0773
Bentleigh East,1/348 Chesterville Rd,3,kitnet,,13.9,3165,2,1,349,,1950,-37933,145.0623
West Footscray,8 View St,3,casa,1074000,8.2,3012,2,2,355,,1950,-37.7914,144.8742
Elsternwick,17 Nepean Hwy,2,casa,,8.5,3185,2,2,424,,1950,-37.88864,
Glenroy,14 Hartington St,3,casa,730000,13,3046,2,4,563,,1950,-37.70203,
Bentleigh,66 Fromer St,3,casa,1470000,13,3204,2,2,613,,1950,-37929,145.0464
Oak Park,40 New Rd,4,casa,830000,11.5,3046,2,2,616,,1950,-37.7134,144.9096
Sunshine North,5 Lodden St,4,casa,,13.3,3020,2,3,667,,1950,-37.7734,144.8333
Hadfield,28 Gish Ct,4,casa,815000,12.1,3046,2,2,672,,1950,-37.7083,144.9495
Fairfield,45 McGregor St,3,casa,2350000,5.8,3078,2,4,735,,1950,-37.7706,145.0225
South Yarra,5/6 Tivoli Pl,2,kitnet,863000,3.3,3141,2,1,742,,1950,-37.8357,144.9867
Rosanna,7 Douglas St,4,casa,1021000,11.4,3084,2,2,782,,1950,-37.7433,145.0716
Burwood,38 Gillard St,4,casa,,11.7,3125,2,1,824,,1950,-37.8535,145.1139
Burwood,38 Gillard St,5,casa,1410000,11.7,3125,2,1,824,,1950,-37.8535,145.1139
Hadfield,101 Middle St,2,casa,722000,12.1,3046,3,1,580,103,1950,-37.7098,144.9424
Brighton East,7 Holmhurst Ct,4,apartamento,1700000,10.7,3187,3,2,312,118,1950,-37.9295,145.01436
Bentleigh East,42 Paloma St,3,kitnet,791000,13.9,3165,3,1,391,122,1950,-37.9149,145.0788
Ascot Vale,57 The Parade,3,casa,940000,5.9,3032,3,1,491,127,1950,-37.7727,144.9136
Maribyrnong,33 River St,4,casa,1215000,8.7,3032,3,4,613,142,1950,-37.7799,144.8879
Preston,23 Dean St,4,casa,1260000,8.8,3072,3,2,654,150,1950,-37.7365,145.0173
Aberfeldie,40 Clifton St,4,casa,1646000,9.1,3040,3,2,757,157,1950,-37.7606,144.8909
Balwyn North,12 Clifton St,4,casa,1720000,9.2,3104,3,2,869,170,1950,-37.8002,145.0999
Balwyn North,15 Maughan Pde,5,casa,1660000,9.2,3104,3,2,737,193,1950,-37.7975,145.0961
Bentleigh East,1 Melva St,4,casa,1515000,13.9,3165,3,2,635,200,1950,-37.91068,145.07451
Hampton,49 Service St,4,casa,1740000,13.7,3188,3,2,414,209,1950,-37.9401,145.0083
Oakleigh,141 Atherton Rd,4,casa,1600000,14,3166,3,4,691,213,1950,-37895,145.09208
Brighton East,1 Holmhurst Ct,4,casa,,10.7,3187,3,1,618,222,1950,-37.9294,145.0138
Niddrie,20 Grandview Rd,4,casa,1245000,11.2,3042,3,3,,225,1950,-37.7386,144.8902
Hampton,64 Earlsfield Rd,4,casa,1460000,13.7,3188,3,2,562,228,1950,-37.9369,145.0163
Yarraville,129 Roberts St,5,casa,1137500,7,3013,3,4,446,244,1950,-37.8146,144.8692
Yarraville,11 Eirene St,4,casa,,7,3013,3,2,465,244,1950,-37.8189,144.8804
Keilor East,4 Milleara Rd,4,apartamento,886000,12.8,3033,3,1,322,257,1950,-37.7293,144.8659
Bentleigh East,3 Molden St,5,casa,1550000,13.9,3165,3,2,623,257,1950,-37.9066,145.0541
Ashburton,48 Nicholas St,5,casa,1600000,11,3147,3,4,700,266,1950,-37.8724,145.0758
Brighton East,14 Holmhurst Ct,4,casa,1700000,10.7,3187,3,4,708,275,1950,-37.9299,145015
Eaglemont,58 Glenard Dr,4,casa,,10.3,3084,3,2,867,286,1950,-37.7621,145.0705
Eaglemont,61 Glenard Dr,4,casa,2050000,10.3,3084,3,2,723,290,1950,-37.7615,145.0705
Kew East,17 Minogue St,5,casa,2100000,7.5,3102,3,2,695,360,1950,-37.7904,145.0548
Brighton East,132 Dendy St,4,casa,,10.7,3187,3,2,652,394,1950,-37.9212,145.0076
Camberwell,551 Camberwell Rd,5,casa,,7.8,3124,3,4,832,410,1950,-37.8434,145.0707
Bentleigh,143 Patterson Rd,7,casa,1005000,13,3204,3,4,607,,1950,-37.9269,145047
South Kingsville,70 Stephenson St,4,casa,,9.1,3015,4,1,669,92,1950,-37.8323,144.8742
Brighton East,10 Margaret St,5,casa,,10.7,3187,4,3,644,121,1950,-37.92023,145.01057
Glenroy,45 Cosmos St,5,casa,810000,13,3046,4,4,695,176,1950,-37.7028,144.9377
Hampton,16 Smith St,5,casa,2600000,13.7,3188,4,2,1000,324,1950,-37.9332,145.0226
Toorak,4 Ledbury Ct,5,casa,,4.6,3142,4,2,812,378,1950,-37.8473,145.0298
Brighton East,1 Plunket St,5,casa,,10.7,3187,4,2,589,,1950,-37.9213,145014
Brighton East,4 Chapman St,5,casa,2900000,10.7,3187,4,2,640,,1950,-37928,145.0095
Heidelberg,50 Manton St,4,casa,1115000,10.6,3084,4,2,642,,1950,-37.7476,145.0676
Surrey Hills,21 Boisdale St,5,casa,,11.2,3127,5,2,674,434,1950,-37.8351,145.1012
Burwood,36 Cumming St,3,casa,,11.7,3125,12,0,946,,1950,-37853,145.1129
Oak Park,16 Magnolia St,3,casa,,11.5,3046,1,1,663,172,1951,-37.7191,144.9249
Toorak,7/3 Tahara Rd,2,kitnet,701500,4.6,3142,1,1,,,1951,-37.8384,145.0178
Glen Iris,73 Pascoe St,3,casa,1700000,9.2,3146,2,2,625,188,1951,-37.8602,145.0925
Ivanhoe East,271 The Boulevard,5,casa,3850000,9,3079,4,2,2064,405,1951,-37.7769,145.0605
Heidelberg,14 Adamson St,3,casa,1400000,10.6,3084,1,1,827,109,1952,-37748,145.0625
Brighton,1/17 Tennyson St,2,kitnet,700000,11.2,3186,1,1,,,1952,-37.9225,144.9891
Bentleigh East,37 Valkstone St,4,casa,,13.9,3165,3,2,652,280,1952,-37.9141,145056
Altona,173 Queen St,3,casa,1335000,13.8,3018,1,4,777,22,1953,-37.8697,144.8249
Armadale,2/377 Dandenong Rd,2,kitnet,872000,6.3,3143,1,1,1194,,1953,-37.8604,145.0147
Brighton,40 Whyte St,3,casa,1785000,11.2,3186,2,1,404,118,1953,-37.9228,144.9996
Balwyn North,85 Tannock St,3,casa,1575000,9.2,3104,2,2,645,,1953,-37.7851,145.0957
Murrumbeena,17 Howe St,3,casa,1370000,12.1,3163,2,2,834,168,1954,-37.8959,145.0736
Ivanhoe,24 Dalveen Rd,2,casa,1020000,7.9,3079,1,1,557,78,1955,-37.7568,145.0355
Heidelberg Heights,26 Southern Rd,2,casa,460000,10.5,3081,1,2,508,79,1955,-37.7428,145.0557
Heidelberg Heights,96 Lloyd St,2,casa,590000,10.5,3081,1,2,586,80,1955,-37.7435,145.0486
Heidelberg West,163 Dougharty Rd,2,casa,440500,9.4,3081,1,1,368,81,1955,-37.7341,145.0434
Reservoir,53 Fordham Rd,3,casa,685000,11.2,3073,1,1,1262,85,1955,-37.7139,145.0215
Heidelberg West,59 Alamein Rd,3,casa,532000,9.4,3081,1,1,390,86,1955,-37.7369,145.0422
Preston,13 George St,2,casa,722000,8.8,3072,1,1,400,88,1955,-37.7352,144.9852
Maidstone,12 Winston St,3,casa,930000,9.2,3012,1,2,660,88,1955,-37.78511,144.87577
Glenroy,52 Glenroy Rd,2,casa,741250,13,3046,1,1,668,88,1955,-37.7067,144.9331
Heidelberg Heights,82 Southern Rd,3,casa,650000,10.5,3081,1,2,582,90,1955,-37.7422,145.05
Preston,20 Ambon St,3,casa,910000,8.8,3072,1,1,674,90,1955,-37.73559,144.98608
Hampton,131 Linacre Rd,4,casa,1680000,13.7,3188,1,1,723,90,1955,-37.9437,145.0175
Bellfield,20 Davidson St,3,casa,773000,9.5,3081,1,2,626,93,1955,-37752,145.0367
Altona,1/170 Blyth St,3,kitnet,630000,13.8,3018,1,2,311,94,1955,-37.8702,144.8143
Braybrook,21 Hughes St,3,casa,575000,10.8,3019,1,3,559,98,1955,-37.7923,144852
Heidelberg Heights,50 Outhwaite Rd,2,casa,,10.5,3081,1,1,584,103,1955,-37.7397,145.0545
Newport,70 Market St,4,casa,710000,8.4,3015,1,2,329,108,1955,-37847,144.8788
Bellfield,293 Bell St,3,casa,,9.5,3081,1,2,661,110,1955,-37.7509,145.0441
Heidelberg Heights,1/179 Porter Rd,2,casa,,10.5,3081,1,1,376,111,1955,-37.7312,145.0587
Pascoe Vale,5 Virginia St,3,casa,600000,9.9,3044,1,4,557,111,1955,-37.7156,144943
Sunshine,17 Snowden St,3,casa,657500,12.6,3020,1,1,513,116,1955,-37.7796,144.8372
Moorabbin,49 Clay St,3,casa,,14.6,3189,1,1,386,117,1955,-37.9355,145.0464
Sunshine,5 Lorenz St,3,casa,625000,12.6,3020,1,1,459,120,1955,-37.7813,144.8394
Jacana,39 Emu Pde,3,casa,551000,14.5,3047,1,0,610,121,1955,-37.6885,144.9092
Altona,156 Maidstone St,3,casa,660000,13.8,3018,1,1,602,123,1955,-37.8616,144.8116
Pascoe Vale,7 Dorothy St,3,casa,770000,9.9,3044,1,3,464,124,1955,-37.7184,144.9488
Essendon,82 Price St,3,casa,1226000,8,3040,1,3,533,125,1955,-37.7462,144.8953
Hampton,8 Bronte Ct,3,casa,1560000,13.7,3188,1,3,593,125,1955,-37.9399,145.0204
Avondale Heights,19 Rogerson St,3,casa,,10.5,3034,1,1,585,128,1955,-37.7637,144.8601
Balwyn North,25 Rookwood St,2,casa,1900000,9.2,3104,1,2,667,130,1955,-37.79262,145.08423
Chadstone,1/29 Atkinson St,3,apartamento,905000,13.6,3148,1,2,418,132,1955,-37.88597,145.09604
Sunshine North,18 Simpson St,4,casa,736000,13.3,3020,1,2,615,133,1955,-37.7675,144.8414
St Kilda,1/23 Eildon Rd,3,kitnet,1190000,6.1,3182,1,1,460,140,1955,-37.86239,144.97622
Heidelberg,13 Edgar St,3,casa,750000,10.6,3084,1,2,577,140,1955,-37.7494,145.0703
Avondale Heights,10 Hanley St,3,casa,,10.5,3034,1,3,595,142,1955,-37.7612,144.8561
Glenroy,19 Wheatsheaf Rd,3,casa,895000,13,3046,1,2,697,148,1955,-37.70969,144.92035
Heidelberg West,29 Morotai Pde,4,casa,758000,9.4,3081,1,1,632,152,1955,-37.7466,145.0428
Oak Park,40 Winifred St,4,casa,865000,11.5,3046,1,2,696,160,1955,-37.7209,144.9158
Bentleigh East,4 Tambet St,3,casa,1100000,13.9,3165,1,2,578,163,1955,-37.9186,145.0709
Eaglemont,27 Glen Dr,3,casa,1816000,10.3,3084,1,2,846,180,1955,-37.7666,145.0591
St Kilda,4/3 Eildon Ct,2,kitnet,582000,6.1,3182,1,0,,,1955,-37.8619,144.9771
Preston,3/413 Gilbert Rd,1,kitnet,305000,8.8,3072,1,1,41,,1955,-37.7367,144.9899
Maidstone,45 Norfolk St,2,casa,770000,9.2,3012,1,1,329,,1955,-37.7887,144.8788
Heidelberg Heights,7 Flinders St,2,casa,725000,10.5,3081,1,3,577,,1955,-37.7368,145.0524
Bentleigh East,12 Rudyard St,3,casa,920000,13.9,3165,1,3,583,,1955,-37.9272,145.0804
Burwood,229 Highbury Rd,4,casa,900000,11.7,3125,1,4,586,,1955,-37856,145.1196
Maidstone,2 Omar St,4,casa,765000,9.2,3012,1,2,672,,1955,-37.7824,144.8704
West Footscray,742 Barkly St,3,casa,1415000,8.2,3012,1,6,970,,1955,-37.7958,144.8645
Rosanna,9 Greensborough Rd,3,casa,515000,11.4,3084,2,1,606,99,1955,-37.7347,145.0783
Ascot Vale,26 Newsom St,3,casa,1000000,5.9,3032,2,2,440,120,1955,-37.7746,144.9031
Maidstone,7 Wallace St,3,casa,721000,9.2,3012,2,1,239,121,1955,-37.7882,144.8784
Thornbury,316 Gillies St,4,casa,,6.5,3071,2,2,560,130,1955,-37764,145.0193
Moorabbin,118 Rowans Rd,3,casa,901000,14.6,3189,2,3,558,133,1955,-37.9435,145.0522
Niddrie,21 Ryder St,3,casa,810000,11.2,3042,2,1,297,139,1955,-37.73562,144.88511
Moorabbin,23 Franklin St,4,casa,1070000,14.6,3189,2,1,603,140,1955,-37.9381,145.0534
Balwyn North,24 Willis St,3,casa,1770000,9.2,3104,2,1,720,147,1955,-37.7938,145.0838
Thornbury,76 Alston Ct,4,casa,,6.5,3071,2,1,549,148,1955,-37.7559,145.0232
Balwyn North,113 Maud St,4,casa,2614000,9.2,3104,2,2,772,150,1955,-37.7959,145.0787
Reservoir,2 Carrington Rd,3,casa,800000,11.2,3073,2,3,574,159,1955,-37722,144.9922
Balwyn North,14 Dumblane St,5,casa,1750000,9.2,3104,2,2,710,170,1955,-37.7907,145.0916
Maribyrnong,26 Mitchell St,3,casa,1072000,8.7,3032,2,2,1396,175,1955,-37.7833,144888
Murrumbeena,1 Donal St,4,casa,1400000,12.1,3163,2,2,557,178,1955,-37906,145074
Kew,302 Cotham Rd,4,casa,1312000,5.6,3101,2,1,687,180,1955,-37.8096,145.0529
Balwyn North,25 Bolinda Rd,4,casa,1905000,9.2,3104,2,2,647,185,1955,-37.7917,145.0868
Moorabbin,83 Bulli St,4,casa,1200000,14.6,3189,2,1,696,214,1955,-37.9398,145.0554
Balwyn North,30 Hood St,4,casa,1900000,9.2,3104,2,2,642,215,1955,-37.7988,145.0726
Caulfield North,452 Dandenong Rd,3,casa,1750000,8.1,3161,2,2,692,313,1955,-37.8629,145019
Hampton East,280 South Rd,3,apartamento,,14.5,3188,2,2,277,,1955,-37.9323,145.0264
