distrito,latitude,longitude,tipo_de_quarto,preco,numero_minimo_noites,numero_comentarios,numero_de_reservas,disponibilidade_anual
Manhattan,40.82954,-73.94436,Private room,45,4,7,1,32
Manhattan,40.800290000000004,-73.94294000000001,Private room,90,3,7,1,310
Queens,40.76425,-73.90489000000001,Private room,79,1,108,3,313
Brooklyn,40.693090000000005,-73.95921,Private room,100,3,15,1,0
Manhattan,40.74276,-74.00016,Entire home/apt,225,2,0,1,17
Queens,40.71477,-73.82011999999999,Private room,66,5,95,2,301
Brooklyn,40.694140000000004,-73.96634,Entire home/apt,140,3,123,3,244
Brooklyn,40.684740000000005,-73.9632,Private room,98,4,245,1,247
Brooklyn,40.679629999999996,-73.9375,Entire home/apt,140,3,156,2,230
Manhattan,40.72083,-73.98755,Entire home/apt,195,2,71,1,222
Manhattan,40.82438,-73.94332,Private room,60,1,245,3,336
Brooklyn,40.67689,-73.95878,Entire home/apt,150,5,11,1,0
Queens,40.744040000000005,-73.95233,Private room,40,25,8,3,0
Queens,40.77453,-73.92833,Entire home/apt,130,4,17,1,347
Brooklyn,40.71278,-73.94035,Private room,75,3,1,1,0
Brooklyn,40.71715,-73.95527,Entire home/apt,248,3,57,1,344
Manhattan,40.727090000000004,-73.98442,Entire home/apt,450,2,18,1,363
Brooklyn,40.7161,-73.95074,Entire home/apt,120,14,29,1,0
Brooklyn,40.71758,-73.9543,Entire home/apt,250,8,79,1,78
Manhattan,40.7193,-73.98986,Private room,80,1,1,1,0
Manhattan,40.76143,-73.99223,Entire home/apt,140,5,17,2,2
Brooklyn,40.71532,-73.94581,Entire home/apt,120,3,5,1,0
Manhattan,40.800259999999994,-73.95196999999999,Shared room,45,3,229,2,312
Brooklyn,40.70576,-73.94827,Private room,100,1,1,2,44
Brooklyn,40.69135,-73.95859,Entire home/apt,175,2,52,1,264
Brooklyn,40.68492,-73.96669,Entire home/apt,130,1,16,2,0
Manhattan,40.73772,-73.98025,Entire home/apt,175,3,9,1,0
Manhattan,40.70602,-74.0072,Private room,40,1,0,1,0
Brooklyn,40.67982,-73.98005,Entire home/apt,650,2,166,1,215
Manhattan,40.76135,-73.97785,Private room,85,4,29,1,13
Manhattan,40.723729999999996,-73.99118,Private room,175,30,20,1,83
Manhattan,40.75887,-73.99475,Private room,105,4,10,1,0
Brooklyn,40.71674,-73.95262,Private room,80,10,5,1,0
Brooklyn,40.6912,-73.96686,Entire home/apt,150,7,37,1,39
Bronx,40.83645,-73.86634000000001,Entire home/apt,195,5,1,1,0
Brooklyn,40.69356,-73.96744,Entire home/apt,750,3,32,1,141
Manhattan,40.71972,-73.99299,Entire home/apt,249,2,230,2,166
Brooklyn,40.734190000000005,-73.95493,Entire home/apt,140,7,1,1,0
Brooklyn,40.69117,-73.97046999999999,Entire home/apt,180,2,72,1,290
Manhattan,40.80688,-73.94932,Private room,90,3,1,3,177
Bronx,40.852579999999996,-73.78761999999999,Entire home/apt,120,3,84,1,16
Queens,40.715759999999996,-73.86268000000001,Entire home/apt,85,2,97,1,230
Manhattan,40.80874,-73.94756,Entire home/apt,174,3,177,3,165
Manhattan,40.76247,-73.99225,Entire home/apt,150,21,2,1,203
Manhattan,40.72815,-73.98059,Entire home/apt,295,1,261,1,245
Queens,40.7582,-73.91686999999999,Entire home/apt,180,3,77,1,254
Manhattan,40.72997,-73.98496999999999,Entire home/apt,172,1,18,1,0
Brooklyn,40.68437,-73.98654,Entire home/apt,130,5,36,1,224
Manhattan,40.820240000000005,-73.93799,Private room,52,7,19,8,324
Brooklyn,40.72318,-73.94931,Entire home/apt,220,1,2,1,0
Manhattan,40.80447,-73.94034,Private room,50,30,0,5,356
Brooklyn,40.677690000000005,-73.92303000000001,Private room,37,25,16,3,179
Manhattan,40.79629,-73.94769000000001,Private room,85,2,36,1,288
Brooklyn,40.68626,-73.91324,Entire home/apt,249,3,76,1,40
Brooklyn,40.66583,-73.98956,Entire home/apt,150,14,10,1,0
Brooklyn,40.68605,-73.97516999999999,Entire home/apt,119,6,7,1,0
Brooklyn,40.70139,-73.94499,Entire home/apt,49,7,0,3,0
Manhattan,40.804190000000006,-73.95581999999999,Private room,90,4,57,1,74
Manhattan,40.74328,-73.99741999999999,Entire home/apt,200,4,4,1,0
Brooklyn,40.63803,-73.94894000000001,Entire home/apt,97,3,177,1,272
Brooklyn,40.72575,-73.95231,Entire home/apt,399,30,13,1,363
Brooklyn,40.70604,-73.94457,Entire home/apt,151,5,39,2,0
Manhattan,40.76435,-73.99054,Entire home/apt,200,5,0,1,0
Manhattan,40.7193,-73.99781,Entire home/apt,200,3,41,1,0
Queens,40.75401,-73.91757,Entire home/apt,82,5,2,1,0
Manhattan,40.800090000000004,-73.97009,Entire home/apt,130,1,87,1,5
Brooklyn,40.68508,-73.97393000000001,Private room,69,2,12,1,6
Queens,40.76266,-73.91450999999999,Entire home/apt,150,1,89,1,148
Manhattan,40.85516,-73.93717,Entire home/apt,150,4,0,1,0
Manhattan,40.72187,-73.98083000000001,Entire home/apt,150,2,221,1,215
Manhattan,40.7281,-73.98671,Entire home/apt,100,3,2,1,0
Manhattan,40.74423,-73.97614,Entire home/apt,195,4,30,1,4
Manhattan,40.73925,-73.99359,Entire home/apt,251,5,26,1,14
Brooklyn,40.717459999999996,-73.9607,Entire home/apt,200,1,1,1,320
Brooklyn,40.67475,-73.96385,Entire home/apt,100,6,5,1,0
Bronx,40.808440000000004,-73.92889,Entire home/apt,140,30,16,1,365
Manhattan,40.7334,-73.98801,Entire home/apt,146,18,34,1,0
Brooklyn,40.716879999999996,-73.94584,Entire home/apt,250,2,88,1,223
Manhattan,40.77924,-73.95405,Entire home/apt,499,1,6,1,0
Brooklyn,40.71842,-73.94093000000001,Private room,80,31,0,1,0
Brooklyn,40.68528,-73.87819,Entire home/apt,80,3,225,2,250
Manhattan,40.72139,-73.99271,Entire home/apt,220,2,85,1,305
Manhattan,40.71286,-73.98437,Private room,102,2,6,4,0
Manhattan,40.8233,-73.95591,Entire home/apt,120,5,8,1,0
Manhattan,40.72811,-73.98663,Entire home/apt,170,2,7,1,312
Manhattan,40.781220000000005,-73.98473,Entire home/apt,235,1,0,1,0
Manhattan,40.76876,-73.95979,Entire home/apt,149,1,1,1,0
Brooklyn,40.67694,-73.9813,Entire home/apt,180,3,6,1,0
Brooklyn,40.71367,-73.95673000000001,Private room,89,1,25,1,78
Brooklyn,40.66579,-73.98991,Entire home/apt,199,2,31,2,220
Brooklyn,40.69484,-73.9342,Private room,72,5,62,6,140
Brooklyn,40.70022,-73.91441,Entire home/apt,80,7,6,1,3
Manhattan,40.76636,-73.98634,Private room,99,3,160,1,133
Brooklyn,40.6713,-73.94329,Entire home/apt,125,30,26,1,264
Manhattan,40.77021,-73.98721,Private room,150,1,157,1,365
Brooklyn,40.65899,-73.97771,Entire home/apt,100,15,0,1,0
Manhattan,40.72493,-74.00193,Private room,106,2,191,1,291
Manhattan,40.81381,-73.94166,Entire home/apt,250,30,19,1,318
Manhattan,40.727959999999996,-73.99761,Private room,150,2,7,1,0
Brooklyn,40.70978,-73.96854,Private room,100,3,15,1,358
Manhattan,40.74163,-73.99857,Entire home/apt,189,3,9,1,0
Manhattan,40.728229999999996,-73.98933000000001,Entire home/apt,1999,1,20,1,0
Manhattan,40.72679,-73.98598,Entire home/apt,120,1,73,1,49
Brooklyn,40.70608,-73.94269,Private room,100,4,3,2,0
Brooklyn,40.725390000000004,-73.94074,Entire home/apt,149,30,7,52,277
Manhattan,40.7282,-73.98615,Entire home/apt,480,10,59,1,24
Manhattan,40.76838,-73.95481,Private room,100,1,1,1,0
Manhattan,40.78468,-73.97137,Entire home/apt,300,1,0,1,0
Brooklyn,40.64605,-73.89381999999999,Private room,33,5,84,5,295
Brooklyn,40.67122,-73.98618,Entire home/apt,175,1,0,1,0
Manhattan,40.72862,-73.98885,Entire home/apt,142,1,214,1,242
Queens,40.77906,-73.91265,Entire home/apt,135,3,38,1,243
Brooklyn,40.69937,-73.91463,Entire home/apt,135,3,164,1,325
Brooklyn,40.718709999999994,-73.96455999999999,Entire home/apt,350,5,0,1,365
Brooklyn,40.66362,-73.94926,Entire home/apt,80,5,19,1,0
Manhattan,40.798590000000004,-73.96078,Private room,80,3,38,1,344
Manhattan,40.80168,-73.96253,Private room,87,2,272,3,133
Manhattan,40.727540000000005,-73.98555,Entire home/apt,450,3,12,2,0
Manhattan,40.77556,-73.9483,Entire home/apt,275,2,2,1,0
Brooklyn,40.67468,-73.94184,Entire home/apt,150,2,43,1,285
Brooklyn,40.671479999999995,-73.95698,Private room,50,5,3,1,0
Brooklyn,40.71971,-73.95998,Private room,79,3,176,1,37
Brooklyn,40.68248,-73.95149,Private room,60,1,93,15,305
Queens,40.73943,-73.87475,Private room,45,3,49,3,307
Manhattan,40.78918,-73.97927,Entire home/apt,120,2,5,1,0
Manhattan,40.84082,-73.93896,Entire home/apt,145,3,1,1,0
Manhattan,40.81402,-73.94358000000001,Entire home/apt,175,3,136,1,171
Manhattan,40.72886,-73.98036,Entire home/apt,137,7,6,1,0
Manhattan,40.76316,-73.98109000000001,Entire home/apt,1500,1,0,1,0
Manhattan,40.788129999999995,-73.94495,Private room,86,4,37,1,22
Brooklyn,40.706179999999996,-73.91669,Entire home/apt,90,3,0,1,0
Manhattan,40.76663,-73.98069,Entire home/apt,345,5,19,1,192
Manhattan,40.77,-73.94285,Entire home/apt,150,1,0,1,0
Manhattan,40.76485,-73.98751999999999,Entire home/apt,250,5,7,1,314
Brooklyn,40.67497,-73.95879000000001,Entire home/apt,105,4,2,1,0
Brooklyn,40.69025,-73.96704,Entire home/apt,130,2,15,1,0
Manhattan,40.7838,-73.9482,Private room,90,3,97,3,332
Brooklyn,40.66952,-73.94377,Entire home/apt,150,3,154,1,218
Brooklyn,40.71002,-73.95801999999999,Entire home/apt,150,4,42,2,0
Manhattan,40.8639,-73.92808000000001,Entire home/apt,225,3,127,3,157
Manhattan,40.793209999999995,-73.9694,Entire home/apt,1000,1,0,1,0
Brooklyn,40.710440000000006,-73.93987,Private room,80,30,4,2,254
Brooklyn,40.66928,-73.98662,Entire home/apt,150,1,3,1,0
Manhattan,40.76273,-73.95866,Private room,120,1,12,2,206
Bronx,40.90804,-73.90005,Private room,53,2,143,1,263
Brooklyn,40.63524,-73.96602,Entire home/apt,115,30,4,1,47
Brooklyn,40.71861,-73.94362,Shared room,175,1,7,1,0
Manhattan,40.8083,-73.9439,Entire home/apt,150,1,5,1,0
Manhattan,40.727779999999996,-74.0086,Entire home/apt,162,2,18,1,247
Manhattan,40.80446,-73.96366,Private room,95,4,9,1,0
Manhattan,40.81615,-73.96155999999999,Private room,55,2,19,2,0
Manhattan,40.71695,-73.99178,Entire home/apt,117,5,221,2,163
Manhattan,40.76542,-73.98080999999999,Entire home/apt,175,2,4,1,0
Queens,40.70493,-73.90795,Entire home/apt,75,30,64,1,178
Manhattan,40.71914,-73.99174000000001,Entire home/apt,189,5,220,2,271
Manhattan,40.78021,-73.9805,Entire home/apt,150,2,7,1,0
Manhattan,40.86888,-73.92059,Private room,45,2,36,2,188
Brooklyn,40.68631,-73.95575,Entire home/apt,190,2,237,1,266
Brooklyn,40.6841,-73.96691,Entire home/apt,130,5,9,1,0
Brooklyn,40.69641,-73.90994,Private room,79,1,13,2,315
Manhattan,40.739670000000004,-74.00933,Entire home/apt,850,3,0,1,0
Brooklyn,40.66687,-73.95619,Entire home/apt,150,5,68,1,202
Brooklyn,40.69594,-73.96715,Entire home/apt,100,2,100,1,280
Manhattan,40.863170000000004,-73.92873,Entire home/apt,115,1,78,1,93
Manhattan,40.73003,-73.98576,Entire home/apt,300,2,17,2,169
Manhattan,40.74873,-73.98827,Entire home/apt,159,7,0,1,0
Manhattan,40.74897,-73.98265,Private room,500,5,0,1,0
Manhattan,40.82475,-73.94842,Private room,39,12,26,3,155
Manhattan,40.780809999999995,-73.95045,Entire home/apt,250,1,0,1,0
Brooklyn,40.653909999999996,-73.97400999999999,Entire home/apt,200,4,20,1,279
Manhattan,40.76709,-73.98577,Entire home/apt,250,3,16,1,0
Manhattan,40.78605,-73.95087,Entire home/apt,120,6,4,1,0
Manhattan,40.800340000000006,-73.96638,Private room,105,1,31,2,365
Queens,40.7577,-73.91981,Entire home/apt,100,3,1,1,0
Manhattan,40.72977,-73.98713000000001,Entire home/apt,175,4,0,1,0
Brooklyn,40.72,-73.95433,Entire home/apt,500,5,0,1,0
Manhattan,40.7282,-73.9834,Entire home/apt,120,5,0,1,0
Brooklyn,40.714909999999996,-73.94864,Private room,85,2,7,1,207
Manhattan,40.73985,-74.00138000000001,Entire home/apt,320,30,24,1,66
Queens,40.7582,-73.92811,Entire home/apt,149,3,19,2,291
Manhattan,40.723290000000006,-73.9981,Entire home/apt,400,3,1,1,0
Queens,40.75832,-73.92874,Private room,72,3,26,2,307
Manhattan,40.82486,-73.93993,Entire home/apt,300,3,0,1,0
Manhattan,40.816390000000006,-73.94085,Entire home/apt,115,7,57,1,125
Queens,40.700390000000006,-73.75233,Entire home/apt,325,3,82,2,359
Brooklyn,40.64532,-74.02063000000001,Private room,32,1,111,5,208
Manhattan,40.79675,-73.96916,Private room,100,3,11,1,0
Manhattan,40.81858,-73.9559,Entire home/apt,150,4,12,1,0
Manhattan,40.81728,-73.94583,Entire home/apt,95,4,72,1,11
Manhattan,40.72635,-73.97595,Entire home/apt,290,1,114,1,157
Brooklyn,40.6283,-74.01608,Private room,30,1,67,5,150
Brooklyn,40.6839,-73.94445999999999,Entire home/apt,75,4,1,1,0
Manhattan,40.72782,-73.98095,Entire home/apt,140,5,25,1,13
Manhattan,40.73858,-74.00875,Private room,500,365,0,1,0
Queens,40.76589,-73.92864,Entire home/apt,100,1,2,2,0
Manhattan,40.76749,-73.95533,Private room,80,24,89,1,146
Brooklyn,40.67559,-73.98362,Entire home/apt,125,3,1,1,0
Brooklyn,40.667190000000005,-73.98361,Entire home/apt,250,4,11,1,0
Brooklyn,40.68673,-73.91024,Private room,50,2,2,1,35
Manhattan,40.763259999999995,-73.98165,Entire home/apt,395,5,37,2,350
Manhattan,40.76473,-73.98937,Entire home/apt,100,2,11,1,0
Brooklyn,40.71257,-73.96149,Entire home/apt,250,4,0,1,0
Brooklyn,40.707809999999995,-73.92184,Private room,79,1,89,3,310
Manhattan,40.718920000000004,-73.98383000000001,Entire home/apt,100,7,0,1,0
Brooklyn,40.68671,-73.93346,Private room,52,2,203,1,323
Manhattan,40.72148,-73.98823,Private room,98,4,67,3,102
Brooklyn,40.66539,-73.95651,Entire home/apt,120,2,3,1,0
Brooklyn,40.66118,-73.98901,Private room,40,25,0,1,0
Manhattan,40.73987,-73.98317,Entire home/apt,345,1,56,1,0
Queens,40.74817,-73.91886,Private room,50,1,1,1,0
Brooklyn,40.70371,-73.93344,Private room,45,7,0,1,0
Manhattan,40.7552,-73.9724,Entire home/apt,250,1,0,1,0
Manhattan,40.72717,-73.9927,Entire home/apt,350,2,1,1,0
Brooklyn,40.65398,-73.96139000000001,Private room,57,2,199,1,265
Brooklyn,40.69767,-73.97137,Entire home/apt,120,2,4,1,42
Manhattan,40.73187,-74.00865,Entire home/apt,1000,3,0,1,0
Manhattan,40.773759999999996,-73.95343000000001,Entire home/apt,125,5,54,2,274
Manhattan,40.801629999999996,-73.95413,Entire home/apt,145,3,58,1,0
Manhattan,40.72852,-73.98705,Entire home/apt,150,1,0,1,0
Brooklyn,40.6856,-73.97418,Private room,89,90,13,1,101
Brooklyn,40.71589,-73.95534,Entire home/apt,164,1,200,2,208
Brooklyn,40.71542,-73.95652,Entire home/apt,210,1,215,2,224
Manhattan,40.80121,-73.95063,Private room,115,7,1,2,0
Manhattan,40.73075,-74.00238,Entire home/apt,110,45,21,1,0
Manhattan,40.79053,-73.96956,Entire home/apt,199,5,8,1,9
Manhattan,40.725770000000004,-74.00279,Entire home/apt,272,5,4,1,0
Manhattan,40.79981,-73.94048000000001,Private room,75,7,7,3,328
Manhattan,40.72829,-73.98907,Private room,69,13,42,1,84
Manhattan,40.807970000000005,-73.93686,Private room,179,1,1,1,0
Manhattan,40.75184,-73.97199,Entire home/apt,106,7,3,1,4
Manhattan,40.732459999999996,-74.00854,Entire home/apt,800,1,0,1,0
Manhattan,40.77895,-73.97837,Private room,100,2,0,1,0
Brooklyn,40.6922,-73.92399,Private room,60,2,226,2,164
Manhattan,40.77928,-73.97966,Entire home/apt,120,7,3,1,0
Bronx,40.85667,-73.86543,Entire home/apt,80,1,1,1,0
Manhattan,40.74282,-73.9803,Private room,75,30,42,26,345
Queens,40.7672,-73.90795,Private room,35,7,0,1,0
Brooklyn,40.676590000000004,-73.95608,Entire home/apt,88,2,14,1,16
Queens,40.74071,-73.9191,Private room,50,1,0,1,0
Manhattan,40.82078,-73.93771,Private room,45,4,19,8,42
Manhattan,40.77127,-73.95033000000001,Entire home/apt,75,3,2,1,0
Manhattan,40.74221,-73.98121,Private room,79,2,2,2,0
Queens,40.71215,-73.85356,Private room,55,15,6,1,255
Brooklyn,40.71524,-73.94299000000001,Private room,45,1,17,1,354
Brooklyn,40.66551,-73.98805,Private room,85,10,0,1,0
Brooklyn,40.67828,-73.92965,Private room,80,3,130,3,220
Manhattan,40.76874,-73.98756999999999,Entire home/apt,599,1,0,1,0
Brooklyn,40.70491,-73.94268000000001,Entire home/apt,110,3,3,1,0
Manhattan,40.74374,-74.00044,Entire home/apt,199,2,177,2,112
Brooklyn,40.71955,-73.96049000000001,Private room,94,2,129,1,188
Brooklyn,40.6863,-73.98572,Entire home/apt,400,5,34,3,333
Brooklyn,40.70731,-73.94344,Private room,60,7,5,1,3
Manhattan,40.75053,-73.97747,Entire home/apt,175,2,31,1,33
Brooklyn,40.72323,-73.94915,Entire home/apt,200,5,0,1,0
Manhattan,40.73033,-73.98742,Private room,100,5,2,1,0
Brooklyn,40.66806,-73.95358,Entire home/apt,50,3,9,1,0
Manhattan,40.73899,-73.98153,Entire home/apt,175,3,0,1,0
Brooklyn,40.72532,-73.93992,Entire home/apt,199,30,8,52,308
Brooklyn,40.73397,-73.95442,Private room,54,4,4,1,0
Brooklyn,40.66952,-73.98285,Entire home/apt,130,4,8,1,0
Brooklyn,40.686370000000004,-73.9417,Entire home/apt,151,2,43,1,220
Manhattan,40.812329999999996,-73.96101,Entire home/apt,80,1,1,1,0
Manhattan,40.71715,-73.98935999999999,Entire home/apt,110,8,5,1,333
Brooklyn,40.7018,-73.91823000000001,Entire home/apt,60,3,14,1,0
Brooklyn,40.681709999999995,-73.92085,Entire home/apt,110,10,58,1,282
Brooklyn,40.73303,-73.95153,Private room,73,2,19,1,0
Brooklyn,40.69142,-73.93481,Entire home/apt,177,3,209,2,237
Queens,40.74409,-73.91868000000001,Entire home/apt,90,14,6,1,0
Manhattan,40.71864,-73.98496,Entire home/apt,190,1,2,1,0
Brooklyn,40.66646,-73.93605,Entire home/apt,105,5,1,1,0
Manhattan,40.81286,-73.94385,Entire home/apt,150,14,1,1,35
Bronx,40.82347,-73.89495,Private room,65,4,26,2,7
Brooklyn,40.70674,-73.94365,Private room,35,1,2,1,0
Brooklyn,40.709579999999995,-73.94287,Entire home/apt,700,3,1,1,0
Brooklyn,40.691340000000004,-73.99334,Entire home/apt,185,2,10,1,0
Manhattan,40.800329999999995,-73.96509,Entire home/apt,150,90,54,1,153
Brooklyn,40.68773,-73.9452,Private room,100,1,0,1,220
Brooklyn,40.71131,-73.96813,Entire home/apt,575,1,0,1,0
Manhattan,40.710440000000006,-73.98756,Private room,128,1,16,1,0
Manhattan,40.72247,-73.97923,Entire home/apt,299,28,92,1,14
Manhattan,40.71651,-73.99053,Entire home/apt,169,3,2,1,0
Manhattan,40.728640000000006,-73.98216,Private room,109,7,130,1,78
Brooklyn,40.680409999999995,-73.95838,Entire home/apt,99,4,74,1,261
Queens,40.76165,-73.92179,Entire home/apt,130,5,0,1,0
Manhattan,40.73552,-74.00716,Entire home/apt,239,4,52,1,84
Brooklyn,40.68476,-73.96672,Entire home/apt,100,30,17,1,0
Brooklyn,40.66983,-73.9904,Entire home/apt,124,4,52,1,147
Brooklyn,40.64717,-73.96189,Private room,69,1,64,3,362
Brooklyn,40.70867,-73.94799,Entire home/apt,180,2,0,1,0
Brooklyn,40.71371,-73.96236,Entire home/apt,225,2,28,1,0
Manhattan,40.757740000000005,-73.99371,Entire home/apt,119,2,3,1,0
Manhattan,40.746109999999994,-74.00014,Entire home/apt,220,7,55,1,13
Brooklyn,40.66876,-73.95633000000001,Entire home/apt,150,4,6,2,0
Brooklyn,40.67321,-73.96514,Private room,75,1,0,1,188
Brooklyn,40.73408,-73.95600999999999,Private room,51,3,19,4,0
Manhattan,40.77519,-73.95688,Entire home/apt,150,9,9,1,0
Brooklyn,40.71243,-73.95873,Private room,91,1,9,1,0
Manhattan,40.74978,-73.99686,Entire home/apt,139,90,20,19,219
Brooklyn,40.692859999999996,-73.96993,Entire home/apt,100,4,45,1,190
Queens,40.707159999999995,-73.89905999999999,Private room,60,1,275,2,329
Manhattan,40.72477,-73.99323000000001,Entire home/apt,255,2,8,1,0
Queens,40.74409,-73.92471,Entire home/apt,94,7,27,1,0
Manhattan,40.72287,-73.98461999999999,Entire home/apt,179,2,21,1,0
Manhattan,40.76352,-73.95548000000001,Entire home/apt,135,4,105,1,267
Brooklyn,40.63832,-73.96769,Private room,50,5,77,1,33
Brooklyn,40.690670000000004,-73.92206999999999,Entire home/apt,350,2,6,2,99
Manhattan,40.77452,-73.94951,Entire home/apt,150,30,26,1,269
Manhattan,40.72045,-73.99598,Entire home/apt,375,3,6,1,0
Manhattan,40.77747,-73.98095,Private room,150,3,10,1,42
Manhattan,40.76204,-73.99143000000001,Entire home/apt,175,1,0,1,0
Brooklyn,40.67281,-73.97628,Entire home/apt,170,2,24,1,0
Brooklyn,40.70981,-73.95189,Entire home/apt,275,3,3,1,0
Brooklyn,40.70381,-73.92766,Private room,30,3,2,1,0
Brooklyn,40.68803,-73.99181999999999,Entire home/apt,150,1,19,1,0
Manhattan,40.754259999999995,-73.96885999999999,Entire home/apt,140,3,2,1,0
Manhattan,40.78835,-73.9681,Entire home/apt,200,30,1,1,365
Manhattan,40.778220000000005,-73.98016,Entire home/apt,560,1,0,1,0
Manhattan,40.76263,-73.98271,Entire home/apt,240,4,0,1,0
Queens,40.70988,-73.90845,Entire home/apt,99,2,57,1,42
Manhattan,40.73646,-73.98337,Entire home/apt,195,3,3,1,0
Manhattan,40.74961,-73.97865,Private room,89,2,10,2,0
Brooklyn,40.694720000000004,-73.92874,Private room,65,3,87,2,305
Manhattan,40.73192,-74.00433000000001,Entire home/apt,156,1,0,1,0
Manhattan,40.728590000000004,-73.98957,Private room,120,1,0,1,0
Manhattan,40.79994,-73.97094,Entire home/apt,400,1,0,1,0
Brooklyn,40.70765,-73.94821,Entire home/apt,210,3,7,2,343
Brooklyn,40.72587,-73.94138000000001,Entire home/apt,159,30,5,52,338
Brooklyn,40.69193,-73.9274,Private room,55,3,70,2,285
Brooklyn,40.72546,-73.94136,Entire home/apt,129,30,4,52,322
Manhattan,40.77517,-73.98829,Entire home/apt,300,3,4,1,0
Brooklyn,40.69636,-73.91138000000001,Private room,79,1,20,2,285
Brooklyn,40.66261,-73.94673,Private room,100,4,0,2,0
Manhattan,40.77782,-73.97848,Entire home/apt,6000,14,17,1,359
Queens,40.72675,-73.90522,Entire home/apt,64,3,7,1,333
Brooklyn,40.718720000000005,-73.95496,Private room,110,10,72,1,42
Manhattan,40.82532,-73.94991999999999,Private room,55,14,66,1,17
Brooklyn,40.68162,-73.94848,Private room,55,5,8,1,270
Brooklyn,40.70177,-73.91922,Private room,75,5,0,1,0
Brooklyn,40.72553,-73.94570999999999,Private room,70,1,0,2,0
Manhattan,40.7686,-73.95307,Shared room,85,2,16,1,0
Brooklyn,40.650220000000004,-73.97247,Entire home/apt,130,29,16,1,217
Brooklyn,40.66639,-73.98706,Private room,120,7,0,3,0
Brooklyn,40.64759,-73.96173,Entire home/apt,50,10,4,1,0
Manhattan,40.834540000000004,-73.94224,Entire home/apt,100,1,205,1,1
Manhattan,40.71973,-73.99338,Entire home/apt,145,2,4,1,0
