bairro,endereco,quartos,tipo,preco,distancia_aeroporto,cep,banheiros,vagas,area_terreno,area_construida,ano_construcao,latitude,longitude
Glen Iris,1687 Malvern Rd,3,casa,2800000.0,9.2,3146.0,1,2,762.0,153.0,1930.0,-37.8575,145.0554
Moonee Ponds,2 Parry St,5,casa,1740000.0,6.9,3039.0,1,2,739.0,155.0,1930.0,-37.7613,144.9177
Albion,25 Sydney St,4,casa,816000.0,13.9,3020.0,1,2,837.0,156.0,1930.0,-37.7825,144.8221
Brunswick,52 Talbot St,2,casa,755000.0,5.2,3056.0,1,1,159.0,157.0,1930.0,-37.7656,144.9562
Ivanhoe,171 Waterdale Rd,3,casa,1486000.0,7.9,3079.0,1,2,645.0,158.0,1930.0,-37.7634,145.0439
Brunswick East,164 Blyth St,4,casa,1310000.0,4.5,3057.0,1,2,449.0,159.0,1930.0,-37.76709,144.97619
Camberwell,13 Grace St,3,casa,1622000.0,7.8,3124.0,1,1,544.0,160.0,1930.0,-37.8436,145.0581
Brunswick West,9 Peacock St,4,casa,921500.0,5.9,3055.0,1,1,575.0,165.0,1930.0,-37.7575,144.9402
Balwyn,142 Balwyn Rd,2,casa,1850000.0,9.7,3103.0,1,1,1015.0,166.0,1930.0,-37.8074,145.0826
Newport,74 Oxford St,4,casa,1650000.0,8.4,3015.0,1,4,837.0,173.0,1930.0,-37.84154,144.8803
Surrey Hills,480 Whitehorse Rd,3,casa,1700000.0,11.2,3127.0,1,1,763.0,180.0,1930.0,-37.8148,145.0965
Balwyn,26 Wills St,4,casa,2000000.0,9.7,3103.0,1,2,739.0,291.0,1930.0,-37.8039,145.0631
Coburg,14 Alice St,3,casa,990000.0,7.8,3058.0,1,3,414.0,153.1,1930.0,-37.74316,144.95729
Oakleigh,1/157 Atherton Rd,3,kitnet,633500.0,14.0,3166.0,2,2,279.0,95.0,1930.0,-37.9001,145.1009
Footscray,8 Dudley St,3,casa,767500.0,6.4,3011.0,2,0,458.0,98.0,1930.0,-37.7942,144.8832
Seddon,5 Williamstown Rd,2,casa,822500.0,6.6,3011.0,2,1,228.0,111.0,1930.0,-37.8034,144.8855
Brunswick West,196 Melville Rd,2,casa,816000.0,5.9,3055.0,2,1,343.0,115.0,1930.0,-37.7552,144.9458
Brighton East,214 Were St,4,casa,2310000.0,10.7,3187.0,2,2,757.0,130.0,1930.0,-37.9266,145.0088
Camberwell,19 Thomas St,3,casa,2325000.0,7.8,3124.0,2,2,1133.0,131.0,1930.0,-37.8426,145.0943
Carnegie,90 Truganini Rd,4,casa,1550000.0,11.4,3163.0,2,2,757.0,133.0,1930.0,-37.8925,145.0541
Yarraville,183 Stephen St,3,casa,970000.0,7.0,3013.0,2,0,354.0,135.0,1930.0,-37.81669,144.89545
Essendon,18 Vanberg Rd,3,casa,1385000.0,8.0,3040.0,2,1,619.0,137.0,1930.0,-37.7543,144.9318
Bentleigh,21 Bruce St,3,casa,1535000.0,13.0,3204.0,2,2,572.0,150.0,1930.0,-37.9148,145.0404
Malvern East,17A Findon St,3,casa,1870000.0,11.2,3145.0,2,1,400.0,152.0,1930.0,-37.8718,145.0404
Travancore,61 Mooltan St,3,casa,1257000.0,5.3,3032.0,2,1,337.0,153.0,1930.0,-37.7813,144.9371
Thornbury,129 Clarendon St,3,casa,1370000.0,6.5,3071.0,2,3,417.0,153.0,1930.0,-37.7602,145.0084
Thornbury,184 Raleigh St,4,casa,1428888.0,6.5,3071.0,2,1,470.0,153.0,1930.0,-37.7601,145.0122
Carnegie,88A Truganini Rd,3,casa,1200000.0,11.4,3163.0,2,2,515.0,156.0,1930.0,-37.89237,145.05406000000005
Williamstown,71 Hannan St,4,casa,1805000.0,8.0,3016.0,2,2,466.0,160.0,1930.0,-37.8621,144.8872
Balwyn,17 Knutsford St,3,casa,3401000.0,9.7,3103.0,2,1,706.0,166.0,1930.0,-37.8161,145.0748
Newport,46 River St,4,casa,940000.0,8.4,3015.0,2,1,379.0,172.0,1930.0,-37.8408,144.8893
Surrey Hills,16 Banool Rd,3,casa,1960000.0,11.2,3127.0,2,2,585.0,173.0,1930.0,-37.8167,145.0924
Glen Huntly,8 Augusta St,3,casa,1330000.0,10.4,3163.0,2,1,295.0,176.0,1930.0,-37.8904,145.0387
Camberwell,29 Mabel St,4,casa,2216000.0,7.8,3124.0,2,0,670.0,176.0,1930.0,-37.83777,145.08902
Surrey Hills,33 Ross St,4,casa,1835000.0,11.2,3127.0,2,2,619.0,185.0,1930.0,-37.8171,145.0934
West Footscray,15 Rupert St,4,casa,1325000.0,8.2,3012.0,2,4,525.0,188.0,1930.0,-37.79814,144.86467
Essendon,31 Elder Pde,3,casa,1500000.0,8.0,3040.0,2,3,440.0,190.0,1930.0,-37.7524,144.9074
Bentleigh,11 Wheatley Rd,4,casa,1860000.0,13.0,3204.0,2,3,855.0,197.0,1930.0,-37.9163,145.0324
Mont Albert,42 View St,4,casa,2200000.0,11.8,3127.0,2,2,931.0,199.0,1930.0,-37.8226,145.1103
Kew East,36 Belford Rd,4,casa,1315000.0,7.5,3102.0,2,2,458.0,200.0,1930.0,-37.7981,145.0472
Kew East,36 Belford Rd,4,casa,1315000.0,7.5,3102.0,2,2,458.0,200.0,1930.0,-37.7981,145.0472
Glen Iris,22 Kyarra Rd,4,casa,1857000.0,9.2,3146.0,2,3,548.0,205.0,1930.0,-37.8536,145.0547
Surrey Hills,20 Anderson St,3,casa,1251000.0,11.2,3127.0,2,1,536.0,211.0,1930.0,-37.8309,145.0946
Thornbury,39 Smith St,3,casa,1913000.0,6.5,3071.0,2,2,611.0,212.0,1930.0,-37.7575,144.9968
Glen Iris,5 Charles St,4,casa,2010000.0,9.2,3146.0,2,2,659.0,212.0,1930.0,-37.8509,145.0916
Yarraville,10 Tuppen St,5,casa,1287000.0,7.0,3013.0,2,2,488.0,213.0,1930.0,-37.8131,144.8778
Glen Iris,28 Alfred Rd,4,casa,1800000.0,9.2,3146.0,2,2,868.0,217.0,1930.0,-37.8522,145.0893
Ashburton,69 Albion Rd,3,casa,1670000.0,11.0,3147.0,2,2,599.0,220.0,1930.0,-37.8673,145.0688
Kew,4 Franks Gr,4,casa,2550000.0,5.6,3101.0,2,2,603.0,220.0,1930.0,-37.8095,145.0391
Coburg,8 Gilbert St,3,casa,1260000.0,7.8,3058.0,2,0,407.0,230.0,1930.0,-37.7471,144.9579
Eaglemont,47 Ormond Rd,5,casa,1930000.0,10.3,3084.0,2,1,939.0,236.0,1930.0,-37.7659,145.0585
Alphington,6 Smith St,4,casa,2000000.0,6.4,3078.0,2,4,853.0,263.0,1930.0,-37.7707,145.0318
Surrey Hills,29 Weybridge St,4,casa,2360000.0,11.2,3127.0,2,2,764.0,265.0,1930.0,-37.83523,145.09481
Alphington,11 Margaret Gr,4,casa,1900000.0,6.4,3078.0,2,2,556.0,272.0,1930.0,-37.7844,145.0225
Moonee Ponds,36 Derby St,3,apartamento,1345000.0,6.9,3039.0,2,1,310.0,287.0,1930.0,-37.7639,144.9126
Brighton,86 Dendy St,5,casa,3105000.0,11.2,3186.0,2,2,1045.0,304.0,1930.0,-37.9205,145.0012
Moonee Ponds,119 Park St,5,casa,2300000.0,6.9,3039.0,2,2,597.0,322.0,1930.0,-37.75888,144.92548
Malvern East,8 MacGregor St,4,casa,1700000.0,11.2,3145.0,3,2,365.0,110.0,1930.0,-37.8818,145.0548
Essendon North,64 Kerferd St,5,casa,1360000.0,9.4,3041.0,3,2,463.0,196.0,1930.0,-37.7379,144.9022
Toorak,28 Bruce St,3,casa,2250000.0,4.6,3142.0,3,2,575.0,205.0,1930.0,-37.8375,145.0092
Essendon,55 Lincoln Rd,4,casa,1600000.0,8.0,3040.0,3,1,519.0,218.0,1930.0,-37.7517,144.9086
Brighton East,109 Thomas St,5,casa,1400000.0,10.7,3187.0,3,4,824.0,235.0,1930.0,-37.9091,145.0245
Malvern East,16A Manning Rd,3,casa,2273000.0,11.2,3145.0,3,1,376.0,254.0,1930.0,-37.8727,145.0458
Malvern East,69 Beaver St,4,casa,2123000.0,11.2,3145.0,3,2,412.0,254.0,1930.0,-37.8707,145.0482
Elsternwick,20 Shoobra Rd,4,casa,2806000.0,8.5,3185.0,3,2,669.0,255.0,1930.0,-37.8871,145.0081
Surrey Hills,36 Banool Rd,4,casa,2440000.0,11.2,3127.0,3,2,596.0,264.0,1930.0,-37.8154,145.0927
Northcote,29 Traill St,5,casa,1700000.0,5.5,3070.0,3,1,450.0,265.0,1930.0,-37.7701,144.9886
Essendon,18 Washington St,5,casa,1811000.0,8.0,3040.0,3,2,657.0,284.0,1930.0,-37.7548,144.9098
Glen Iris,22 Renwick St,4,casa,2325000.0,9.2,3146.0,3,2,638.0,314.0,1930.0,-37.8523,145.0726
Glen Iris,31 Gardiner Pde,4,casa,2625000.0,9.2,3146.0,3,2,840.0,326.0,1930.0,-37.8538,145.0641
Glen Iris,35 Adrian St,5,casa,2400000.0,9.2,3146.0,3,2,709.0,672.0,1930.0,-37.8529,145.0806
Essendon,8 Monica St,6,casa,2620000.0,8.0,3040.0,4,2,860.0,355.0,1930.0,-37.7484,144.9025
Hawthorn,2 Fordholm Rd,5,casa,4250000.0,4.6,3122.0,4,3,1275.0,435.0,1930.0,-37.8291,145.0308
Kew East,96 Kilby Rd,3,casa,1615000.0,7.5,3102.0,1,1,702.0,127.0,1933.0,-37.7922,145.0518
Port Melbourne,98 Heath St,2,casa,1400000.0,3.8,3207.0,1,1,168.0,102.0,1934.0,-37.8346,144.9453
Hawthorn East,20 Beaconsfield Rd,2,casa,1585000.0,7.5,3123.0,1,2,390.0,102.0,1935.0,-37.8322,145.0486
Richmond,6 Kennedy St,3,casa,1365000.0,2.6,3121.0,1,1,301.0,110.0,1935.0,-37.8134,145.0055
Balwyn,33 Power St,4,casa,1700000.0,9.7,3103.0,1,1,672.0,115.0,1935.0,-37.8099,145.0792
Brighton,679 Hampton St,3,casa,1385000.0,11.2,3186.0,1,2,426.0,120.0,1935.0,-37.9254,145.0045
Brunswick,98 Evans St,3,casa,1060000.0,5.2,3056.0,1,0,257.0,121.0,1935.0,-37.7704,144.9695
Reservoir,1 Mendip Rd,3,casa,1025000.0,11.2,3073.0,1,4,670.0,134.0,1935.0,-37.7242,145.0154
Ormond,16 Sherwood St,3,casa,1535000.0,11.8,3204.0,1,2,578.0,140.0,1935.0,-37.9047,145.0274
Preston,3 Carthew Gr,4,casa,1075000.0,8.8,3072.0,1,2,521.0,146.0,1935.0,-37.73336,145.02344
Brunswick West,15 Wallace St,4,casa,1000000.0,5.9,3055.0,1,1,589.0,148.0,1935.0,-37.7628,144.9459
Brunswick West,171 Union St,3,casa,1095000.0,5.9,3055.0,1,1,411.0,168.0,1935.0,-37.7728,144.9478
Thornbury,51 Alston St,3,casa,887000.0,6.5,3071.0,2,2,540.0,129.0,1935.0,-37.7554,145.0211
Caulfield South,26 Flowers St,3,casa,1577500.0,9.3,3162.0,2,2,357.0,144.0,1935.0,-37.8896,145.0307
Ashburton,3 Dunlop St,3,casa,1555000.0,11.0,3147.0,2,2,731.0,149.0,1935.0,-37.8666,145.0676
Hampton,15 Avelin St,4,casa,1800000.0,13.7,3188.0,2,1,667.0,184.0,1935.0,-37.9315,145.0109
Toorak,16 Cole Ct,3,casa,3270000.0,4.6,3142.0,2,1,363.0,215.0,1935.0,-37.8445,145.0182
Canterbury,18 Irilbarra Rd,4,casa,2950000.0,9.0,3126.0,2,2,687.0,215.0,1935.0,-37.8186,145.0706
Ivanhoe,3 Scotts Pde,4,casa,1720000.0,7.9,3079.0,2,3,631.0,233.0,1935.0,-37.7771,145.0448
Ashburton,33 Highgate Gr,4,casa,1790000.0,11.0,3147.0,2,2,514.0,240.0,1935.0,-37.8664,145.0772
Ivanhoe East,31 Keam St,4,casa,2200000.0,9.0,3079.0,2,2,1004.0,247.0,1935.0,-37.7689,145.0665
Brighton East,13 Robinson St,5,casa,1700000.0,10.7,3187.0,2,1,994.0,274.0,1935.0,-37.9187,145.0187
Glenroy,107 Glenroy Rd,4,casa,1000000.0,13.0,3046.0,2,8,977.0,304.0,1935.0,-37.7063,144.9273
Brighton East,5 Margaret St,2,casa,1780000.0,10.7,3187.0,3,2,635.0,119.0,1935.0,-37.9205,145.0102
Glen Iris,34 Yeovil Rd,4,casa,2850000.0,9.2,3146.0,3,2,1184.0,305.0,1935.0,-37.8526,145.0848
Kew,94 Argyle Rd,4,casa,3550000.0,5.6,3101.0,3,4,992.0,374.0,1935.0,-37.8046,145.0603
Balwyn,349 Union Rd,6,casa,4000000.0,9.7,3103.0,4,7,2051.0,449.0,1935.0,-37.8051,145.1016
Eaglemont,14 Cumberland St,4,casa,2600000.0,10.3,3084.0,2,3,871.0,322.0,1937.0,-37.7612,145.0676
Camberwell,163 Through Rd,3,casa,1302000.0,7.8,3124.0,1,1,427.0,115.0,1938.0,-37.8367,145.0934
West Footscray,1/37 Hampton Pde,3,casa,723000.0,8.2,3012.0,1,2,302.0,125.0,1938.0,-37.8066,144.8666
Hawthorn,530 Burwood Rd,3,casa,1300000.0,4.6,3122.0,2,1,341.0,155.0,1938.0,-37.8236,145.0425
Essendon,31 Graves St,3,casa,1625000.0,8.0,3040.0,2,1,858.0,165.0,1938.0,-37.7417,144.8961
Mont Albert,12 Rostrevor Pde,4,casa,2335000.0,11.8,3127.0,2,2,813.0,170.0,1938.0,-37.8118,145.1065
Ashburton,47 Yuile St,4,casa,1550000.0,11.0,3147.0,2,2,780.0,180.0,1938.0,-37.86,145.0817
Carnegie,48 Lyons St,4,casa,1450000.0,11.4,3163.0,2,2,557.0,200.0,1938.0,-37.8955,145.0515
Brighton,97 Dendy St,5,casa,2730000.0,11.2,3186.0,3,2,895.0,423.0,1938.0,-37.9204,145.0028
Ascot Vale,95 Walter St,4,casa,1480000.0,5.9,3032.0,2,2,597.0,180.0,1939.0,-37.7757,144.9088
Ormond,58 Draper St,4,casa,1845000.0,11.8,3204.0,3,1,718.0,189.0,1939.0,-37.9061,145.0509
Northcote,4 Clifton St,5,casa,1820000.0,5.5,3070.0,3,2,344.0,230.0,1939.0,-37.7677,145.0085
St Kilda,3/38 Barkly St,2,kitnet,503500.0,6.1,3182.0,1,1,683.0,72.0,1940.0,-37.8594,144.9828
Windsor,1/60 McIlwrick St,2,kitnet,611000.0,5.1,3181.0,1,1,598.0,75.0,1940.0,-37.8564,144.9971
Preston,21 George St,2,casa,630000.0,8.8,3072.0,1,1,372.0,82.0,1940.0,-37.7348,144.9852
South Yarra,6 Cliff St,2,casa,1200000.0,3.3,3141.0,1,0,176.0,84.0,1940.0,-37.8436,144.9925
Flemington,4 Farnham St,3,casa,1115000.0,4.4,3031.0,1,1,244.0,84.0,1940.0,-37.7823,144.9278
Brunswick,5 Hanover St,3,casa,985000.0,5.2,3056.0,1,2,384.0,89.0,1940.0,-37.7626,144.9535
Kew,74 Gladstone St,2,casa,1331000.0,5.6,3101.0,1,1,424.0,89.0,1940.0,-37.7995,145.0418
Coburg,2 Franklin St,2,casa,1008000.0,7.8,3058.0,1,3,457.0,89.0,1940.0,-37.7505,144.9725
Footscray,211A Ballarat Rd,2,casa,950000.0,6.4,3011.0,1,2,657.0,92.0,1940.0,-37.7909,144.8884
Toorak,5/3 Tahara Rd,3,kitnet,840000.0,4.6,3142.0,1,1,1678.0,94.0,1940.0,-37.8297,144.88926999999995
West Footscray,50 Hex St,2,casa,770000.0,8.2,3012.0,1,1,267.0,95.0,1940.0,-37.8021,144.8629
Caulfield South,7A Alfada St,2,casa,1225000.0,9.3,3162.0,1,2,284.0,99.0,1940.0,-37.8958,145.0215
Sunshine North,6 Rosewall St,3,casa,665000.0,13.3,3020.0,1,2,707.0,101.0,1940.0,-37.7676,144.8339
Preston,227 Murray Rd,2,casa,850000.0,8.8,3072.0,1,1,356.0,102.0,1940.0,-37.7384,145.0058
Bentleigh,1/30 Daley St,2,casa,855000.0,13.0,3204.0,1,1,296.0,103.0,1940.0,-37.9243,145.0376
Yarraville,3 Freame St,3,casa,1081000.0,7.0,3013.0,1,1,448.0,104.0,1940.0,-37.8171,144.8753
Kingsville,4 Chirnside St,3,casa,817000.0,7.8,3012.0,1,1,259.0,105.0,1940.0,-37.8046,144.8831
Fitzroy North,273 Glenlyon Rd,2,casa,1222500.0,3.5,3068.0,1,2,487.0,105.0,1940.0,-37.7737,144.9822
Essendon West,461 Buckley St,3,casa,787500.0,9.8,3040.0,1,1,556.0,105.0,1940.0,-37.7537,144.8856
Coburg,32 Rose St,2,casa,901000.0,7.8,3058.0,1,1,545.0,107.0,1940.0,-37.7445,144.9471
Flemington,143 Victoria St,3,casa,940000.0,4.4,3031.0,1,1,320.0,110.0,1940.0,-37.78435,144.93056
Yarraville,66 Drew St,2,casa,1256000.0,7.0,3013.0,1,3,531.0,111.0,1940.0,-37.81084,144.89372
Hawthorn East,24 Wiseman St,2,casa,1385000.0,7.5,3123.0,1,2,326.0,113.0,1940.0,-37.8373,145.0455
Brunswick West,63A Hunter St,3,casa,1220000.0,5.9,3055.0,1,1,335.0,113.0,1940.0,-37.76596,144.94495
Heidelberg Heights,1 Shelley St,4,casa,706000.0,10.5,3081.0,1,2,374.0,113.0,1940.0,-37.74365,145.05764
Yarraville,64 Bishop St,3,casa,1055000.0,7.0,3013.0,1,3,670.0,116.0,1940.0,-37.8134,144.8745
Caulfield South,89 Clarence St,2,casa,1340000.0,9.3,3162.0,1,1,505.0,117.0,1940.0,-37.8928,145.0149
Footscray,8 McCubbin St,3,casa,910000.0,6.4,3011.0,1,1,361.0,118.0,1940.0,-37.7913,144.8879
Reservoir,13 Southernhay St,3,casa,787000.0,11.2,3073.0,1,1,563.0,118.0,1940.0,-37.7258,145.0129
Glen Iris,48 Alfred Rd,3,casa,1530000.0,9.2,3146.0,1,1,753.0,118.0,1940.0,-37.8543,145.0889
Yarraville,8 Gordon Pde,3,casa,990000.0,7.0,3013.0,1,2,340.0,119.0,1940.0,-37.81426,144.89416
Footscray,2 Buckingham St,3,casa,747000.0,6.4,3011.0,1,1,246.0,120.0,1940.0,-37.8012,144.8924
Maidstone,13 Burns St,3,casa,865000.0,9.2,3012.0,1,3,381.0,121.0,1940.0,-37.7874,144.8763
Preston,74 Pender St,3,casa,1040000.0,8.8,3072.0,1,2,399.0,121.0,1940.0,-37.7366,145.0063
Moorabbin,1 Otford Cl,3,casa,975000.0,14.6,3189.0,1,2,576.0,121.0,1940.0,-37.9363,145.0495
Oakleigh South,107 Golf Rd,3,casa,1067000.0,14.7,3167.0,1,2,648.0,122.0,1940.0,-37.9196,145.0876
Hughesdale,37 Darling St,3,casa,1210000.0,13.0,3166.0,1,2,730.0,122.0,1940.0,-37.9034,145.0796
Ormond,2 Stewart St,3,casa,940000.0,11.8,3204.0,1,1,397.0,124.0,1940.0,-37.9064,145.0291
Brunswick East,7 Weigall St,3,casa,1500000.0,4.5,3057.0,1,3,446.0,125.0,1940.0,-37.76819,144.9835
Brighton East,67 Centre Rd,2,casa,1445000.0,10.7,3187.0,1,1,649.0,126.0,1940.0,-37.9153,145.0142
Spotswood,27 The Avenue,3,casa,1016000.0,7.7,3015.0,1,1,320.0,134.0,1940.0,-37.8277,144.8841
Preston,92 Gilbert Rd,2,casa,986000.0,8.8,3072.0,1,1,472.0,139.0,1940.0,-37.7484,144.9886
Bentleigh East,601 South Rd,3,casa,900000.0,13.9,3165.0,1,3,780.0,140.0,1940.0,-37.9347,145.0507
Pascoe Vale,12 Derby St,4,casa,650000.0,9.9,3044.0,1,2,410.0,141.0,1940.0,-37.7346,144.9456
West Footscray,10 Neil St,4,casa,970000.0,8.2,3012.0,1,2,528.0,143.0,1940.0,-37.79275,144.87724
Preston,10 Pender St,4,casa,875000.0,8.8,3072.0,1,2,400.0,147.0,1940.0,-37.7371,145.0111
Bentleigh,72 Daley St,4,casa,1281000.0,13.0,3204.0,1,5,594.0,150.0,1940.0,-37.9206,145.0383
Brunswick,30 Charles St,4,casa,1350000.0,5.2,3056.0,1,1,370.0,151.0,1940.0,-37.7728,144.9639
Ashburton,45 Yuile St,3,casa,1655000.0,11.0,3147.0,1,3,780.0,152.0,1940.0,-37.8599,145.0815
Ormond,16 Wallen Rd,3,casa,1322000.0,11.8,3204.0,1,1,551.0,156.0,1940.0,-37.9036,145.0521
Camberwell,26 Hunter Rd,3,casa,2105000.0,7.8,3124.0,1,2,692.0,164.0,1940.0,-37.8379,145.0849
Bentleigh,156 Patterson Rd,3,casa,1110000.0,13.0,3204.0,1,2,692.0,164.0,1940.0,-37.9263,145.04
Kingsville,363 Geelong Rd,3,casa,860000.0,7.8,3012.0,1,3,555.0,168.0,1940.0,-37.80826,144.88034
Hawthorn East,16 Leura Gr,4,casa,2800000.0,7.5,3123.0,1,2,764.0,171.0,1940.0,-37.8374,145.0486
Ivanhoe,79 Marshall St,4,casa,1460000.0,7.9,3079.0,1,2,605.0,181.0,1940.0,-37.7707,145.0467
Sunshine,24 Martin St,4,casa,1350500.0,12.6,3020.0,1,0,726.0,181.0,1940.0,-37.7864,144.8353
Reservoir,16 Birdwood St,4,casa,1186000.0,11.2,3073.0,1,2,895.0,188.0,1940.0,-37.7285,144.9964
Glen Iris,60 Madeline St,3,casa,1420000.0,9.2,3146.0,1,2,615.0,607.0,1940.0,-37.8578,145.0919
Yarraville,260 Francis St,3,casa,892000.0,7.0,3013.0,1,2,449.0,106.76,1940.0,-37.81942,144.8905
Kew,71 Peel St,3,casa,1575000.0,5.6,3101.0,2,2,397.0,80.0,1940.0,-37.8013,145.0335
Richmond,10 Botherambo St,2,apartamento,1200000.0,2.6,3121.0,2,1,170.0,89.0,1940.0,-37.8229,144.9931
Bentleigh,74 Fromer St,4,casa,1328000.0,13.0,3204.0,2,2,610.0,112.0,1940.0,-37.9291,145.0472
Fawkner,53 Queens Pde,3,casa,783000.0,12.4,3060.0,2,1,603.0,115.0,1940.0,-37.7194,144.9678
Ascot Vale,6 Waller Ct,3,casa,786000.0,5.9,3032.0,2,1,576.0,120.0,1940.0,-37.7816,144.9217
Preston,31 Benambra St,3,casa,800000.0,8.8,3072.0,2,2,319.0,124.0,1940.0,-37.73858,144.98254
Brunswick East,120 Victoria St,3,casa,1325000.0,4.5,3057.0,2,2,190.0,135.0,1940.0,-37.7684,144.9739
Reservoir,28 Mendip Rd,3,casa,882500.0,11.2,3073.0,2,2,681.0,135.0,1940.0,-37.7217,145.0163
Coburg,3 Mavis St,3,casa,1202000.0,7.8,3058.0,2,2,423.0,140.0,1940.0,-37.7493,144.9559
Preston,26 Paywit St,3,casa,1127000.0,8.8,3072.0,2,2,590.0,140.0,1940.0,-37.7336,144.9958
Yarraville,13 Benbow St,3,casa,1000000.0,7.0,3013.0,2,1,448.0,147.0,1940.0,-37.8228,144.8799
Balwyn,165 Balwyn Rd,4,casa,1900000.0,9.7,3103.0,2,1,665.0,155.0,1940.0,-37.8057,145.0825
Box Hill,5 Wavell St,3,casa,1400000.0,13.1,3128.0,2,1,643.0,159.0,1940.0,-37.8285,145.1272
Sunshine,142 Cornwall Rd,3,casa,800000.0,12.6,3020.0,2,1,655.0,165.0,1940.0,-37.7809,144.8424
Burwood,46 Cumming St,4,casa,1601000.0,11.7,3125.0,2,1,863.0,165.0,1940.0,-37.85392,145.11272
Pascoe Vale,199 Cumberland Rd,3,casa,900000.0,9.9,3044.0,2,2,608.0,168.0,1940.0,-37.7182,144.9405
Ashburton,4 Vears Rd,3,casa,1830000.0,11.0,3147.0,2,3,724.0,168.0,1940.0,-37.8619,145.0879
Coburg,114 Reynard St,3,casa,1064000.0,7.8,3058.0,2,1,417.0,178.0,1940.0,-37.7478,144.9583
Hughesdale,14 Bowmore St,4,casa,1700000.0,13.0,3166.0,2,2,545.0,180.0,1940.0,-37.9002,145.0773
Port Melbourne,366 Williamstown Rd,4,casa,2105000.0,3.8,3207.0,2,3,611.0,181.0,1940.0,-37.8349,144.9266
Rosanna,101 Ellesmere Pde,4,casa,1020000.0,11.4,3084.0,2,2,843.0,181.0,1940.0,-37.7348,145.0656
Kew,21 Grandview Tce,4,casa,1800000.0,5.6,3101.0,2,2,586.0,187.0,1940.0,-37.7933,145.0343
Brunswick East,55 King St,4,casa,1550000.0,4.5,3057.0,2,2,470.0,191.0,1940.0,-37.7735,144.9833
Essendon,26 Bradshaw St,4,casa,1402000.0,8.0,3040.0,2,1,554.0,193.0,1940.0,-37.7508,144.8937
Bentleigh,39 Luckins Rd,4,casa,1300000.0,13.0,3204.0,2,2,697.0,194.0,1940.0,-37.9318,145.0474
Murrumbeena,7 Merrimu St,4,casa,1656000.0,12.1,3163.0,2,2,651.0,199.0,1940.0,-37.77123,144.92938
Bentleigh,23 Yawla St,3,casa,1500000.0,13.0,3204.0,2,1,565.0,222.0,1940.0,-37.9134,145.0263
Heidelberg,6 Bolden St,5,casa,1401000.0,10.6,3084.0,2,2,580.0,222.0,1940.0,-37.7539,145.0577
Hampton,41 Orlando St,4,casa,2160000.0,13.7,3188.0,2,1,577.0,231.0,1940.0,-37.9382,144.9997
Brighton East,55 Baird St,4,casa,2050000.0,10.7,3187.0,2,4,678.0,233.0,1940.0,-37.9255,145.0118
Newport,74 Challis St,4,casa,1560000.0,8.4,3015.0,2,3,480.0,235.0,1940.0,-37.84334000000001,145.0761
Kew East,106 Kilby Rd,5,casa,1950000.0,7.5,3102.0,2,3,711.0,253.0,1940.0,-37.7923,145.0528
Ashburton,9 Pitt St,4,casa,1950000.0,11.0,3147.0,2,2,844.0,278.0,1940.0,-37.8715,145.0688
Brunswick,29 Stewart St,4,casa,2230000.0,5.2,3056.0,2,3,851.0,287.0,1940.0,-37.7637,144.9662
Pascoe Vale,101 Northumberland Rd,3,apartamento,600000.0,9.9,3044.0,3,1,205.0,107.0,1940.0,-37.7212,144.9326
Glen Iris,4 Rowen St,4,casa,1760000.0,9.2,3146.0,3,3,622.0,160.0,1940.0,-37.85799,145.06816
West Footscray,22 Clarendon Pde,6,casa,1020000.0,8.2,3012.0,3,2,554.0,199.0,1940.0,-37.8053,144.8681
Eaglemont,76 Castle St,4,casa,1650000.0,10.3,3084.0,3,2,724.0,327.0,1940.0,-37.7594,145.0594
Kew,60 Childers St,3,casa,1500000.0,5.6,3101.0,1,2,857.0,130.0,1941.0,-37.7981,145.0423
Glen Iris,21 Beatrice St,3,casa,1665000.0,9.2,3146.0,1,2,685.0,143.0,1941.0,-37.8538,145.0842
Sunshine,7 High St,3,casa,780000.0,12.6,3020.0,1,0,486.0,115.0,1943.0,-37.7886,144.8438
Brunswick,7 Louisa St,3,casa,1020000.0,5.2,3056.0,1,3,308.0,119.0,1943.0,-37.7649,144.9641
Toorak,1/3 Glover Ct,3,casa,1435000.0,4.6,3142.0,1,0,889.0,135.0,1943.0,-37.8328,145.0065
Balwyn,47 Naroo St,3,casa,1750000.0,9.7,3103.0,2,3,613.0,193.0,1943.0,-37.8056,145.0688
Coburg,48 Murray St,3,casa,1130000.0,7.8,3058.0,1,3,206.0,80.0,1945.0,-37.7382,144.9563
Sunshine North,114 Warwick Rd,3,casa,503000.0,13.3,3020.0,1,1,251.0,90.0,1945.0,-37.7682,144.8335
Box Hill,6 Archibald St,3,casa,4000000.0,13.1,3128.0,1,2,763.0,120.0,1945.0,-37.8166,145.1215
Northcote,99 Christmas St,2,casa,1575000.0,5.5,3070.0,1,3,607.0,126.0,1945.0,-37.7668,145.0149
Bentleigh,13 Somers St,3,casa,1317500.0,13.0,3204.0,1,1,576.0,127.0,1945.0,-37.9149,145.0254
Ivanhoe,950 Heidelberg Rd,3,casa,1155000.0,7.9,3079.0,1,2,537.0,170.0,1945.0,-37.7773,145.0379
West Footscray,91 Suffolk St,2,casa,888000.0,8.2,3012.0,1,2,401.0,113.81,1945.0,-37.79161,144.86647
